text,date,true_topic
백신 접종이 시작되며 집단 면역에 대한 기대가 높아졌다,2021-10-03,코로나
스마트폰 신제품이 출시되며 소비자 관심이 집중되었다,2021-10-05,기술
스마트폰 신제품이 출시되며 소비자 관심이 집중되었다,2021-10-05,기술
코로나19 확진자가 급증하며 방역 조치가 강화되었다,2021-10-06,코로나
인공지능 기술이 다양한 산업에 적용되고 있다,2021-10-06,기술
스마트폰 신제품이 출시되며 소비자 관심이 집중되었다,2021-10-07,기술
화상회의 플랫폼 사용이 급증했다,2021-10-09,재택근무
중앙은행이 기준금리를 동결하며 경제 안정을 도모했다,2021-10-09,경제
화상회의 플랫폼 사용이 급증했다,2021-10-09,재택근무
중앙은행이 기준금리를 동결하며 경제 안정을 도모했다,2021-10-10,경제
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-10-11,코로나
재택근무가 확산되며 업무 환경이 변화하고 있다,2021-10-11,재택근무
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-10-11,코로나
중앙은행이 기준금리를 동결하며 경제 안정을 도모했다,2021-10-13,경제
재택근무가 확산되며 업무 환경이 변화하고 있다,2021-10-13,재택근무
중앙은행이 기준금리를 동결하며 경제 안정을 도모했다,2021-10-16,경제
주식 시장이 상승세를 보이며 투자자들의 관심이 높아지고 있다,2021-10-16,경제
재택근무가 확산되며 업무 환경이 변화하고 있다,2021-10-16,재택근무
백신 접종이 시작되며 집단 면역에 대한 기대가 높아졌다,2021-10-17,코로나
중앙은행이 기준금리를 동결하며 경제 안정을 도모했다,2021-10-17,경제
수출이 증가하며 무역 흑자가 확대되었다,2021-10-17,경제
백신 접종이 시작되며 집단 면역에 대한 기대가 높아졌다,2021-10-18,코로나
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-10-19,코로나
재택근무가 확산되며 업무 환경이 변화하고 있다,2021-10-21,재택근무
스마트폰 신제품이 출시되며 소비자 관심이 집중되었다,2021-10-21,기술
백신 접종이 시작되며 집단 면역에 대한 기대가 높아졌다,2021-10-22,코로나
백신 접종이 시작되며 집단 면역에 대한 기대가 높아졌다,2021-10-23,코로나
백신 접종이 시작되며 집단 면역에 대한 기대가 높아졌다,2021-10-25,코로나
인공지능 기술이 다양한 산업에 적용되고 있다,2021-10-27,기술
중앙은행이 기준금리를 동결하며 경제 안정을 도모했다,2021-10-28,경제
수출이 증가하며 무역 흑자가 확대되었다,2021-10-28,경제
화상회의 플랫폼 사용이 급증했다,2021-10-30,재택근무
중앙은행이 기준금리를 동결하며 경제 안정을 도모했다,2021-10-30,경제
스마트폰 신제품이 출시되며 소비자 관심이 집중되었다,2021-10-30,기술
화상회의 플랫폼 사용이 급증했다,2021-11-01,재택근무
화상회의 플랫폼 사용이 급증했다,2021-11-01,재택근무
주식 시장이 상승세를 보이며 투자자들의 관심이 높아지고 있다,2021-11-09,경제
재택근무가 확산되며 업무 환경이 변화하고 있다,2021-11-09,재택근무
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-11-09,코로나
스마트폰 신제품이 출시되며 소비자 관심이 집중되었다,2021-11-09,기술
수출이 증가하며 무역 흑자가 확대되었다,2021-11-10,경제
스마트폰 신제품이 출시되며 소비자 관심이 집중되었다,2021-11-14,기술
화상회의 플랫폼 사용이 급증했다,2021-11-20,재택근무
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-11-22,코로나
주식 시장이 상승세를 보이며 투자자들의 관심이 높아지고 있다,2021-11-28,경제
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-11-28,코로나
중앙은행이 기준금리를 동결하며 경제 안정을 도모했다,2021-11-28,경제
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-11-28,코로나
인공지능 기술이 다양한 산업에 적용되고 있다,2021-11-29,기술
화상회의 플랫폼 사용이 급증했다,2021-11-29,재택근무
스마트폰 신제품이 출시되며 소비자 관심이 집중되었다,2021-11-29,기술
주식 시장이 상승세를 보이며 투자자들의 관심이 높아지고 있다,2021-11-30,경제
화상회의 플랫폼 사용이 급증했다,2021-12-01,재택근무
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-12-01,코로나
주식 시장이 상승세를 보이며 투자자들의 관심이 높아지고 있다,2021-12-02,경제
재택근무가 확산되며 업무 환경이 변화하고 있다,2021-12-03,재택근무
백신 접종이 시작되며 집단 면역에 대한 기대가 높아졌다,2021-12-05,코로나
코로나19 확진자가 급증하며 방역 조치가 강화되었다,2021-12-05,코로나
주식 시장이 상승세를 보이며 투자자들의 관심이 높아지고 있다,2021-12-08,경제
인공지능 기술이 다양한 산업에 적용되고 있다,2021-12-10,기술
인공지능 기술이 다양한 산업에 적용되고 있다,2021-12-12,기술
인공지능 기술이 다양한 산업에 적용되고 있다,2021-12-12,기술
백신 접종이 시작되며 집단 면역에 대한 기대가 높아졌다,2021-12-12,코로나
중앙은행이 기준금리를 동결하며 경제 안정을 도모했다,2021-12-12,경제
화상회의 플랫폼 사용이 급증했다,2021-12-13,재택근무
스마트폰 신제품이 출시되며 소비자 관심이 집중되었다,2021-12-17,기술
주식 시장이 상승세를 보이며 투자자들의 관심이 높아지고 있다,2021-12-17,경제
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-12-18,코로나
코로나19 확진자가 급증하며 방역 조치가 강화되었다,2021-12-18,코로나
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-12-19,코로나
인공지능 기술이 다양한 산업에 적용되고 있다,2021-12-22,기술
코로나19 확진자가 급증하며 방역 조치가 강화되었다,2021-12-23,코로나
사회적 거리두기로 인해 자영업자들이 어려움을 겪고 있다,2021-12-24,코로나
중앙은행이 기준금리를 동결하며 경제 안정을 도모했다,2021-12-28,경제
인공지능 기술이 다양한 산업에 적용되고 있다,2021-12-29,기술
화상회의 플랫폼 사용이 급증했다,2021-12-29,재택근무
